Mod:Item:MetaData, Localized Name
taiga:yrdeen_block, 原金块
taiga:iox_block, 离金块
taiga:meteoritecobble_block, 陨铁圆石块
taiga:obsidioritecobble_block, 黑陨铁圆石块
taiga:meteorite_block, 陨铁块
taiga:obsidiorite_block, 黑陨铁块
taiga:dilithium_ore, 双锂矿石
taiga:dilithium_block, 双锂块
taiga:tiberium_ingot, 泰伯利亚锭
taiga:tiberium_dust, 泰伯利亚粉
taiga:tiberium_nugget, 泰伯利亚粒
taiga:aurorium_ingot, 极光金属锭
taiga:aurorium_dust, 极光金属粉
taiga:aurorium_nugget, 极光金属粒
taiga:prometheum_ingot, 钷锭
taiga:prometheum_dust, 钷粉
taiga:prometheum_nugget, 钷粒
taiga:duranite_ingot, 杜兰特锭
taiga:duranite_dust, 杜兰特粉
taiga:duranite_nugget, 杜兰特粒
taiga:valyrium_ingot, 瓦雷利亚锭
taiga:valyrium_dust, 瓦雷利亚粉
taiga:valyrium_nugget, 瓦雷利亚粒
taiga:vibranium_ingot, 振金锭
taiga:vibranium_dust, 振金粉
taiga:vibranium_nugget, 振金粒
taiga:karmesine_ingot, 绯红铁锭
taiga:karmesine_dust, 绯红铁粉
taiga:karmesine_nugget, 绯红铁粒
taiga:ovium_ingot, 欧维姆锭
taiga:ovium_dust, 欧维姆粉
taiga:ovium_nugget, 欧维姆粒
taiga:jauxum_ingot, 若氏铁锭
taiga:jauxum_dust, 若氏铁粉
taiga:jauxum_nugget, 若氏铁粒
taiga:terrax_ingot, 地母锭
taiga:terrax_dust, 地母粉
taiga:terrax_nugget, 地母粒
taiga:palladium_ingot, 钯锭
taiga:palladium_dust, 钯粉
taiga:palladium_nugget, 钯粒
taiga:uru_ingot, 乌鲁锭
taiga:uru_dust, 乌鲁粉
taiga:uru_nugget, 乌鲁粒
taiga:osram_ingot, 熔晶锭
taiga:osram_dust, 熔晶粉
taiga:osram_nugget, 熔晶粒
taiga:abyssum_ingot, 深渊金属锭
taiga:abyssum_dust, 深渊金属粉
taiga:abyssum_nugget, 深渊金属粒
taiga:eezo_ingot, 零素锭
taiga:eezo_dust, 零素粉
taiga:eezo_nugget, 零素粒
taiga:triberium_ingot, 泰伯利安锭
taiga:triberium_dust, 泰伯利安粉
taiga:triberium_nugget, 泰伯利安粒
taiga:fractum_ingot, 碎金锭
taiga:fractum_dust, 碎金粉
taiga:fractum_nugget, 碎金粒
taiga:violium_ingot, 瑟蓝锭
taiga:violium_dust, 瑟蓝粉
taiga:violium_nugget, 瑟蓝粒
taiga:proxii_ingot, 普罗克希锭
taiga:proxii_dust, 普罗克希粉
taiga:proxii_nugget, 普罗克希粒
taiga:tritonite_ingot, 漩金锭
taiga:tritonite_dust, 漩金粉
taiga:tritonite_nugget, 漩金粒
taiga:ignitz_ingot, 焰晶锭
taiga:ignitz_dust, 焰晶粉
taiga:ignitz_nugget, 焰晶粒
taiga:imperomite_ingot, 帝金锭
taiga:imperomite_dust, 帝金粉
taiga:imperomite_nugget, 帝金粒
taiga:solarium_ingot, 阳光合金锭
taiga:solarium_dust, 阳光合金粉
taiga:solarium_nugget, 阳光合金粒
taiga:nihilite_ingot, 虚金锭
taiga:nihilite_dust, 虚金粉
taiga:nihilite_nugget, 虚金粒
taiga:adamant_ingot, 铿金锭
taiga:adamant_dust, 铿金粉
taiga:adamant_nugget, 铿金粒
taiga:dyonite_ingot, 烈金锭
taiga:dyonite_dust, 烈金粉
taiga:dyonite_nugget, 烈金粒
taiga:nucleum_ingot, 辐光合金锭
taiga:nucleum_dust, 辐光合金粉
taiga:nucleum_nugget, 辐光合金粒
taiga:lumix_ingot, 流光合金锭
taiga:lumix_dust, 流光合金粉
taiga:lumix_nugget, 流光合金粒
taiga:seismum_ingot, 地动合金锭
taiga:seismum_dust, 地动合金粉
taiga:seismum_nugget, 地动合金粒
taiga:astrium_ingot, 曜金锭
taiga:astrium_dust, 曜金粉
taiga:astrium_nugget, 曜金粒
taiga:niob_ingot, 铌锭
taiga:niob_dust, 铌粉
taiga:niob_nugget, 铌粒
taiga:yrdeen_ingot, 原金锭
taiga:yrdeen_dust, 原金粉
taiga:yrdeen_nugget, 原金粒
taiga:iox_ingot, 离金锭
taiga:iox_dust, 离金粉
taiga:iox_nugget, 离金粒
taiga:meteorite_ingot, 陨铁锭
taiga:meteorite_dust, 陨铁粉
taiga:meteorite_nugget, 陨铁粒
taiga:basalt_ingot, 玄武岩锭
taiga:basalt_dust, 玄武岩粉
taiga:basalt_nugget, 玄武岩粒
taiga:obsidiorite_ingot, 黑陨铁锭
taiga:obsidiorite_dust, 黑陨铁粉
taiga:obsidiorite_nugget, 黑陨铁粒
taiga:dilithium_ingot, 双锂锭
taiga:dilithium_dust, 双锂粉
taiga:dilithium_crystal, 双锂水晶
taiga:tiberium_crystal, 泰伯利亚水晶
taiga:dilithium_nugget, 双锂粒
openblocks:ladder, 梯子活板门
openblocks:guide, 建筑指导仪
openblocks:builder_guide, 强化建筑指导仪
openblocks:elevator:0, 电梯
openblocks:elevator:1, 电梯
openblocks:elevator:2, 电梯
openblocks:elevator:3, 电梯
openblocks:elevator:4, 电梯
openblocks:elevator:5, 电梯
openblocks:elevator:6, 电梯
openblocks:elevator:7, 电梯
openblocks:elevator:8, 电梯
openblocks:elevator:9, 电梯
openblocks:elevator:10, 电梯
openblocks:elevator:11, 电梯
openblocks:elevator:12, 电梯
openblocks:elevator:13, 电梯
openblocks:elevator:14, 电梯
openblocks:elevator:15, 电梯
openblocks:elevator_rotating:0, 旋转电梯
openblocks:elevator_rotating:1, 旋转电梯
openblocks:elevator_rotating:2, 旋转电梯
openblocks:elevator_rotating:3, 旋转电梯
openblocks:elevator_rotating:4, 旋转电梯
openblocks:elevator_rotating:5, 旋转电梯
openblocks:elevator_rotating:6, 旋转电梯
openblocks:elevator_rotating:7, 旋转电梯
openblocks:elevator_rotating:8, 旋转电梯
openblocks:elevator_rotating:9, 旋转电梯
openblocks:elevator_rotating:10, 旋转电梯
openblocks:elevator_rotating:11, 旋转电梯
openblocks:elevator_rotating:12, 旋转电梯
openblocks:elevator_rotating:13, 旋转电梯
openblocks:elevator_rotating:14, 旋转电梯
openblocks:elevator_rotating:15, 旋转电梯
openblocks:heal, 治愈方块
openblocks:target, 靶子
openblocks:grave, 墓碑
openblocks:flag:5, 旗子
openblocks:tank, 蓄水槽
openblocks:trophy, 纪念雕像
openblocks:beartrap, 捕兽夹
openblocks:sprinkler, 洒水器
openblocks:cannon, 投掷加农炮
openblocks:vacuum_hopper, 虚空漏斗
openblocks:sponge, 海绵
openblocks:big_button, 大型石按钮
openblocks:big_button_wood, 木质大型按钮
openblocks:imaginary:0, 魔法铅笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:fan, 风扇
openblocks:xp_bottler, 经验装瓶器
openblocks:village_highlighter, 村庄高亮仪
openblocks:path, 铺路石
openblocks:auto_anvil, 自动铁砧
openblocks:auto_enchantment_table, 自动附魔台
openblocks:xp_drain, 经验地漏
openblocks:block_breaker, 方块采掘器
openblocks:block_placer, 方块放置器
openblocks:item_dropper, 物品投掷器
openblocks:rope_ladder, 绳梯
openblocks:donation_station, 捐助站
openblocks:paint_mixer, 调色器
openblocks:canvas, 画布
openblocks:paint_can, 颜料罐
openblocks:canvas_glass, 画布
openblocks:projector, 高度图投影仪
openblocks:drawing_table, 绘图桌
openblocks:sky:0, 天空方块
openblocks:sky:1, 天空方块
openblocks:xp_shower, 经验莲蓬头
openblocks:golden_egg, 金蛋
openblocks:scaffolding, 脚手架
openblocks:hang_glider, 滑翔翼
openblocks:generic:0, 滑翔翼
openblocks:generic:1, 连杆
openblocks:generic:2, 起重机引擎
openblocks:generic:3, 起重机磁铁
openblocks:generic:5, 缆绳
openblocks:generic:6, 地图调节器模块
openblocks:generic:7, 地图存储模块
openblocks:generic:9, 助力底座
openblocks:generic:10, 空白模板
openblocks:generic:11, 绘图笔
openblocks:luggage, 行李箱
openblocks:sonic_glasses, 音波眼镜
openblocks:pencil_glasses:0, 铅笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:technicolor_glasses:0, 惊艳科幻色调眼镜
openblocks:serious_glasses:0, 恶棍眼镜
openblocks:crane_control, 起重机控制器
openblocks:crane_backpack, 起重机背包
openblocks:slimalyzer, 史莱姆区块探测器
openblocks:xp_bucket, 液态经验桶
openblocks:sleeping_bag, 睡袋
openblocks:paintbrush, 颜料刷
openblocks:stencil:0, 模板
openblocks:stencil:1, 模板
openblocks:stencil:2, 模板
openblocks:stencil:3, 模板
openblocks:stencil:4, 模板
openblocks:stencil:5, 模板
openblocks:stencil:6, 模板
openblocks:stencil:7, 模板
openblocks:stencil:8, 模板
openblocks:stencil:9, 模板
openblocks:stencil:10, 模板
openblocks:stencil:11, 模板
openblocks:stencil:12, 模板
openblocks:stencil:13, 模板
openblocks:stencil:14, 模板
openblocks:squeegee, 刮刀
openblocks:empty_map, 空白地图
openblocks:cartographer:0, 制图机器人
openblocks:tasty_clay, 美味粘土
openblocks:golden_eye, 黄金之眼
openblocks:generic_unstackable:0, 指针
openblocks:cursor, 游标
openblocks:info_book, 用开放式方块主宰世界
openblocks:dev_null, /dev/null
openblocks:sponge_on_a_stick, 海绵棒
openblocks:pedometer, 计步器
openblocks:epic_eraser, 史诗橡皮擦
openblocks:wrench, 大金属棒
openblocks:glyph:32, " " 雕文
openblocks:glyph:48, "0" 雕文
openblocks:glyph:49, "1" 雕文
openblocks:glyph:50, "2" 雕文
openblocks:glyph:51, "3" 雕文
openblocks:glyph:52, "4" 雕文
openblocks:glyph:53, "5" 雕文
openblocks:glyph:54, "6" 雕文
openblocks:glyph:55, "7" 雕文
openblocks:glyph:56, "8" 雕文
openblocks:glyph:57, "9" 雕文
openblocks:glyph:65, "A" 雕文
openblocks:glyph:66, "B" 雕文
openblocks:glyph:67, "C" 雕文
openblocks:glyph:68, "D" 雕文
openblocks:glyph:69, "E" 雕文
openblocks:glyph:70, "F" 雕文
openblocks:glyph:71, "G" 雕文
openblocks:glyph:72, "H" 雕文
openblocks:glyph:73, "I" 雕文
openblocks:glyph:74, "J" 雕文
openblocks:glyph:75, "K" 雕文
openblocks:glyph:76, "L" 雕文
openblocks:glyph:77, "M" 雕文
openblocks:glyph:78, "N" 雕文
openblocks:glyph:79, "O" 雕文
openblocks:glyph:80, "P" 雕文
openblocks:glyph:81, "Q" 雕文
openblocks:glyph:82, "R" 雕文
openblocks:glyph:83, "S" 雕文
openblocks:glyph:84, "T" 雕文
openblocks:glyph:85, "U" 雕文
openblocks:glyph:86, "V" 雕文
openblocks:glyph:87, "W" 雕文
openblocks:glyph:88, "X" 雕文
openblocks:glyph:89, "Y" 雕文
openblocks:glyph:90, "Z" 雕文
openblocks:glyph:97, "a" 雕文
openblocks:glyph:98, "b" 雕文
openblocks:glyph:99, "c" 雕文
openblocks:glyph:100, "d" 雕文
openblocks:glyph:101, "e" 雕文
openblocks:glyph:102, "f" 雕文
openblocks:glyph:103, "g" 雕文
openblocks:glyph:104, "h" 雕文
openblocks:glyph:105, "i" 雕文
openblocks:glyph:106, "j" 雕文
openblocks:glyph:107, "k" 雕文
openblocks:glyph:108, "l" 雕文
openblocks:glyph:109, "m" 雕文
openblocks:glyph:110, "n" 雕文
openblocks:glyph:111, "o" 雕文
openblocks:glyph:112, "p" 雕文
openblocks:glyph:113, "q" 雕文
openblocks:glyph:114, "r" 雕文
openblocks:glyph:115, "s" 雕文
openblocks:glyph:116, "t" 雕文
openblocks:glyph:117, "u" 雕文
openblocks:glyph:118, "v" 雕文
openblocks:glyph:119, "w" 雕文
openblocks:glyph:120, "x" 雕文
openblocks:glyph:121, "y" 雕文
openblocks:glyph:122, "z" 雕文
packagedauto:packager, 封包机
packagedauto:encoder, 封包配方编码器
packagedauto:unpackager, 解包机
packagedauto:packager_extension, 封包拓展器
packagedauto:distributor, 定位封包分配器
packagedauto:recipe_holder, 封包配方存储器
packagedauto:distributor_marker, 分配器标记
packagedauto:package, 配方包
packagedauto:package_component, 封包组件
packagedauto:me_package_component, ME 封包组件
packagedastral:marked_relay, 标记星辉转继器
packagedastral:discovery_crafter, 星辉封包合成器
packagedastral:attunement_crafter, 星辉封包合成祭坛
packagedastral:constellation_crafter, 天辉封包合成祭坛
packagedastral:trait_crafter, 五彩封包合成祭坛
packagedastral:constellation_focus, 星座核心
packagedavaritia:extreme_crafter, 极限合成打包器
packageddraconic:fusion_crafter, 聚合封包合成器
packageddraconic:marked_basic_injector, 标记基础聚合注入器
packageddraconic:marked_wyvern_injector, 标记飞龙聚合注入器
packageddraconic:marked_draconic_injector, 标记神龙聚合注入器
packageddraconic:marked_chaotic_injector, 标记混沌聚合注入器
plustic:alumitenugget, 耐酸铝粒
plustic:alumiteingot, 耐酸铝锭
plustic:alumiteblock, 耐酸铝块
plustic:plustic.molten_alumite, 熔融耐酸铝
plustic:plustic.molten_refinedobsidian, 熔融强化黑曜石
plustic:plustic.molten_refinedglowstone, 强化荧石
plustic:osgloglasnugget, 锇荧黑曜合金粒
plustic:osgloglasingot, 锇荧黑曜合金锭
plustic:osgloglasblock, 锇荧黑曜合金块
plustic:plustic.molten_osgloglas, 熔融锇荧黑曜合金
plustic:osmiridiumnugget, 铱锇合金粒
plustic:osmiridiumingot, 铱锇合金锭
plustic:osmiridiumblock, 铱锇合金块
plustic:plustic.molten_osmiridium, 熔融铱锇合金
plustic:plustic.molten_terrasteel, fluid.tconevo.terra.name
plustic:plustic.molten_elementium, fluid.tconevo.eleme.name
plustic:plustic.molten_manasteel, fluid.tconevo.mana.name
plustic:plustic.molten_mirion, 熔融蕴魔结晶
plustic:plustic.molten_infinity, 熔融无尽
plustic:plustic.molten_starmetal, fluid.tconevo.star.name
randomthings:fertilizeddirt, 沃土
randomthings:fertilizeddirttilled, 沃土
randomthings:playerinterface, 玩家接口
randomthings:creativeplayerinterface, 创造玩家接口
randomthings:lapisglass, 青金石玻璃
randomthings:lapislamp, 青金石灯
randomthings:dyeingmachine, 填涂机
randomthings:onlinedetector, 在线侦测器
randomthings:chatdetector, 聊天检测器
randomthings:enderbridge, 末影桥
randomthings:prismarineenderbridge, 海晶石末影桥
randomthings:enderanchor, 末影锚
randomthings:beanstalk, 魔豆茎
randomthings:lesserbeanstalk, 次级魔豆茎
randomthings:beanpod, 豆荚
randomthings:lightredirector, 光线折射器
randomthings:imbuingstation, 灌注台
randomthings:spectreblock, 通灵方块
randomthings:specialchest:0, 自然箱子
randomthings:specialchest:1, 水域箱子
randomthings:analogemitter, 模拟信号发生器
randomthings:fluiddisplay, 流体伪装方块
randomthings:customworkbench, 工作台
randomthings:endermailbox, 末影邮箱
randomthings:pitcherplant, 猪笼草
randomthings:platform:0, 橡木平台
randomthings:platform:1, 云杉木平台
randomthings:platform:2, 白桦木平台
randomthings:platform:3, 丛林木平台
randomthings:platform:4, 金合欢木平台
randomthings:platform:5, 深色橡木平台
randomthings:entitydetector, 实体检测器
randomthings:quartzlamp, 石英灯
randomthings:quartzglass, 石英玻璃
randomthings:potionvaporizer, 药水雾化器
randomthings:voxelprojector, [未完成] 三维投影仪
randomthings:contactbutton, 接触式按钮
randomthings:contactlever, 接触式拉杆
randomthings:sakanade, 纤毛孢子
randomthings:rainshield, 驱雨盾
randomthings:blockbreaker, 方块破坏器
randomthings:superlubricentice, 超级滑滑冰
randomthings:compressedslimeblock, 压缩粘液块
randomthings:superlubricentplatform, 超级滑滑冰平台
randomthings:filteredsuperlubricentplatform, 超级滑滑冰平台（物品过滤）
randomthings:redstoneobserver, 红石观测仪
randomthings:biomeradar, 生物群系雷达
randomthings:irondropper, 铁投掷器
randomthings:igniter, 点火器
randomthings:blockofsticks:0, 脚手架
randomthings:blockofsticks:1, 强化脚手架
randomthings:blazingfire, tile.blazingFire.name
randomthings:luminousblock:0, 荧光白色方块
randomthings:luminousblock:1, 荧光橙色方块
randomthings:luminousblock:2, 荧光品红色方块
randomthings:luminousblock:3, 荧光淡蓝色方块
randomthings:luminousblock:4, 荧光黄色方块
randomthings:luminousblock:5, 荧光黄绿色方块
randomthings:luminousblock:6, 荧光粉红色方块
randomthings:luminousblock:7, 荧光灰色方块
randomthings:luminousblock:8, 荧光淡灰色方块
randomthings:luminousblock:9, 荧光青色方块
randomthings:luminousblock:10, 荧光紫色方块
randomthings:luminousblock:11, 荧光蓝色方块
randomthings:luminousblock:12, 荧光棕色方块
randomthings:luminousblock:13, 荧光绿色方块
randomthings:luminousblock:14, 荧光红色方块
randomthings:luminousblock:15, 荧光黑色方块
randomthings:translucentluminousblock:0, 通透荧光白色方块
randomthings:translucentluminousblock:1, 通透荧光橙色方块
randomthings:translucentluminousblock:2, 通透荧光品红色方块
randomthings:translucentluminousblock:3, 通透荧光淡蓝色方块
randomthings:translucentluminousblock:4, 通透荧光黄色方块
randomthings:translucentluminousblock:5, 通透荧光黄绿色方块
randomthings:translucentluminousblock:6, 通透荧光粉红色方块
randomthings:translucentluminousblock:7, 通透荧光灰色方块
randomthings:translucentluminousblock:8, 通透荧光淡灰色方块
randomthings:translucentluminousblock:9, 通透荧光青色方块
randomthings:translucentluminousblock:10, 通透荧光紫色方块
randomthings:translucentluminousblock:11, 通透荧光蓝色方块
randomthings:translucentluminousblock:12, 通透荧光棕色方块
randomthings:translucentluminousblock:13, 通透荧光绿色方块
randomthings:translucentluminousblock:14, 通透荧光红色方块
randomthings:translucentluminousblock:15, 通透荧光黑色方块
randomthings:inventoryrerouter, 物流管理器
randomthings:slimecube, §a粘液立方体§7
randomthings:peacecandle, 和平蜡烛
randomthings:notificationinterface, 通知接口
randomthings:glowingmushroom, 荧光菇
randomthings:inventorytester, 物流检测器
randomthings:superlubricentstone, 超级滑滑石
randomthings:globalchatdetector, 全局聊天检测器
randomthings:triggerglass, 感知玻璃
randomthings:blockdestabilizer, 方块去稳定器
randomthings:lotus, 莲花
randomthings:ancientbrick, 远古石砖[内部]
randomthings:soundbox, 音箱
randomthings:sounddampener, 隔音器
randomthings:diaphanousblock, 通透方块
randomthings:sidedredstone, 单向红石块
randomthings:spectrelens, 通灵镜片
randomthings:spectreenergyinjector, 通灵能量注入器
randomthings:plate_processing, 集成运输板
randomthings:spectrecoil_normal, 通灵线圈
randomthings:spectrecoil_redstone, 红石通灵线圈
randomthings:spectrecoil_ender, 末影通灵线圈
randomthings:spectrecoil_number, Nr. %s通灵线圈
randomthings:spectrecoil_genesis, 创造模式通灵线圈
randomthings:advancedredstonerepeater, 高级红石中继器
randomthings:advancedredstonetorch_on, 高级红石火把
randomthings:floobrick, 飞路砖
randomthings:spectreplank, 通灵木板
randomthings:spectresapling, 通灵树苗
randomthings:spectrelog, 通灵原木
randomthings:spectreleaf, 通灵树叶
randomthings:itemcollector, 物品收集器
randomthings:advanceditemcollector, 高级物品收集器
randomthings:naturecore, 自然核心
randomthings:biomestone:0, 自然感知圆石
randomthings:biomestone:1, 自然感知石头
randomthings:biomestone:2, 自然感知石砖
randomthings:biomestone:3, 自然感知裂石砖
randomthings:biomestone:4, 自然感知錾制石砖
randomthings:biomeglass, 自然感知玻璃
randomthings:coloredgrass:0, 白色草方块
randomthings:coloredgrass:1, 橙色草方块
randomthings:coloredgrass:2, 品红色草方块
randomthings:coloredgrass:3, 淡蓝色草方块
randomthings:coloredgrass:4, 黄色草方块
randomthings:coloredgrass:5, 黄绿色草方块
randomthings:coloredgrass:6, 粉红色草方块
randomthings:coloredgrass:7, 灰色草方块
randomthings:coloredgrass:8, 淡灰色草方块
randomthings:coloredgrass:9, 青色草方块
randomthings:coloredgrass:10, 紫色草方块
randomthings:coloredgrass:11, 蓝色草方块
randomthings:coloredgrass:12, 棕色草方块
randomthings:coloredgrass:13, 绿色草方块
randomthings:coloredgrass:14, 红色草方块
randomthings:coloredgrass:15, 黑色草方块
randomthings:spectrecore, 通灵核心
randomthings:rainbowlamp, 彩虹灯
randomthings:basicredstoneinterface, 基础红石接口
randomthings:advancedredstoneinterface, 高级红石接口
randomthings:stainedbrick:0, 白色染色砖块
randomthings:stainedbrick:1, 橙色染色砖块
randomthings:stainedbrick:2, 品红色染色砖块
randomthings:stainedbrick:3, 淡蓝色染色砖块
randomthings:stainedbrick:4, 黄色染色砖块
randomthings:stainedbrick:5, 黄绿色染色砖块
randomthings:stainedbrick:6, 粉红色染色砖块
randomthings:stainedbrick:7, 灰色染色砖块
randomthings:stainedbrick:8, 淡灰色染色砖块
randomthings:stainedbrick:9, 青色染色砖块
randomthings:stainedbrick:10, 紫色染色砖块
randomthings:stainedbrick:11, 蓝色染色砖块
randomthings:stainedbrick:12, 棕色染色砖块
randomthings:stainedbrick:13, 绿色染色砖块
randomthings:stainedbrick:14, 红色染色砖块
randomthings:stainedbrick:15, 黑色染色砖块
randomthings:luminousstainedbrick:0, 荧光白色染色砖块
randomthings:luminousstainedbrick:1, 荧光橙色染色砖块
randomthings:luminousstainedbrick:2, 荧光品红色染色砖块
randomthings:luminousstainedbrick:3, 荧光淡蓝色染色砖块
randomthings:luminousstainedbrick:4, 荧光黄色染色砖块
randomthings:luminousstainedbrick:5, 荧光黄绿色染色砖块
randomthings:luminousstainedbrick:6, 荧光粉红色染色砖块
randomthings:luminousstainedbrick:7, 荧光灰色染色砖块
randomthings:luminousstainedbrick:8, 荧光淡灰色染色砖块
randomthings:luminousstainedbrick:9, 荧光青色染色砖块
randomthings:luminousstainedbrick:10, 荧光紫色染色砖块
randomthings:luminousstainedbrick:11, 荧光蓝色染色砖块
randomthings:luminousstainedbrick:12, 荧光棕色染色砖块
randomthings:luminousstainedbrick:13, 荧光绿色染色砖块
randomthings:luminousstainedbrick:14, 荧光红色染色砖块
randomthings:luminousstainedbrick:15, 荧光黑色染色砖块
randomthings:plate_redirector, 重定向式运输板
randomthings:plate_filteredredirector, 重定向式运输板（过滤）
randomthings:plate_redstone, 红石控制运输板
randomthings:plate_corrector, 校准式运输板
randomthings:plate_itemsealer, 密封式运输板（物品）
randomthings:plate_itemrejuvenator, 物品重置运输板
randomthings:plate_accelerator, 加速式运输板
randomthings:plate_accelerator_directional, 定向加速式运输板
randomthings:plate_bouncy, 弹性运输板
randomthings:plate_collection, 收集式运输板
randomthings:plate_extraction, 抽取式运输板
randomthings:stableenderpearl, 稳态末影珍珠
randomthings:biomecrystal, 生物群系水晶
randomthings:positionfilter, 方位过滤器
randomthings:summoningpendulum, 召唤师灵摆
randomthings:beans:0, 豆子
randomthings:beans:1, 次级魔豆
randomthings:beans:2, 魔豆
randomthings:beanstew, 豆汤
randomthings:redstonetool, 红石工具
randomthings:waterwalkingboots, 水上漫步者之靴
randomthings:dungeonchestgenerator, 战利品生成器
randomthings:lavacharm, 熔岩魔符
randomthings:lavawader, 熔岩魔靴
randomthings:obsidianskull, 黑曜石头颅
randomthings:obsidianskullring, 黑曜石头颅指环
randomthings:obsidianwaterwalkingboots, 水上漫步者之靴（黑曜石）
randomthings:magichood, 魔法风帽
randomthings:imbue:0, 火焰灌注药水
randomthings:imbue:1, 毒液灌注药水
randomthings:imbue:2, 经验灌注药水
randomthings:imbue:3, 凋零灌注药水
randomthings:bottleofair, 瓶装空气
randomthings:rezstone, 血石
randomthings:enderletter, 末影邮件
randomthings:entityfilter, 实体过滤器
randomthings:ingredient:0, 纤毛孢子
randomthings:ingredient:1, 恶魔之泪
randomthings:ingredient:2, 灵气
randomthings:ingredient:3, 通灵之铁
randomthings:ingredient:4, 生物群系传感器
randomthings:ingredient:5, 荧光粉
randomthings:ingredient:6, 超级滑滑剂
randomthings:ingredient:7, 飞路粉
randomthings:ingredient:8, 运输板基板
randomthings:ingredient:9, 华丽的绿宝石
randomthings:ingredient:10, 莲花
randomthings:ingredient:11, 金蛋
randomthings:ingredient:12, 通灵线
randomthings:ingredient:13, 熄光粉
randomthings:itemfilter, 物品过滤器
randomthings:redstoneactivator, 红石触发器
randomthings:redstoneremote, 远程红石触发器
randomthings:goldencompass, 黄金指南针
randomthings:blazeandsteel, 灼炎打火石
randomthings:runepattern, 符文图纸
randomthings:superlubricentboots, 超级滑滑靴
randomthings:floosign, 飞路告示牌
randomthings:idcard, 身份证
randomthings:emeraldcompass, 绿宝石指南针
randomthings:flootoken, 飞路令牌
randomthings:portkey, 传送钥匙
randomthings:lotusseeds, 莲子
randomthings:soundpattern, 声音模块
randomthings:soundrecorder, 录音机
randomthings:portablesounddampener, 便携式隔音器
randomthings:escaperope, 逃生绳
randomthings:weatheregg:0, 天气胶囊<晴天>
randomthings:weatheregg:1, 天气胶囊<雨天>
randomthings:weatheregg:2, 天气胶囊<雷暴>
randomthings:enderbucket, 末影桶
randomthings:reinforcedenderbucket, 强化末影桶
randomthings:chunkanalyzer, 区块分析器
randomthings:floopouch, 飞路粉袋
randomthings:timeinabottle, 时间之瓶
randomthings:spectreilluminator, 通灵光源
randomthings:spectrecharger:0, 通灵充能器
randomthings:spectrecharger:1, 红石通灵充能器
randomthings:spectrecharger:2, 末影通灵充能器
randomthings:spectrecharger:3, 创世纪通灵充能器
randomthings:eclipsedclock, 月蚀计
randomthings:grassseeds:0, 草籽
randomthings:grassseeds:1, 白色草籽
randomthings:grassseeds:2, 橙色草籽
randomthings:grassseeds:3, 品红色草籽
randomthings:grassseeds:4, 淡蓝色草籽
randomthings:grassseeds:5, 黄色草籽
randomthings:grassseeds:6, 黄绿色草籽
randomthings:grassseeds:7, 粉红色草籽
randomthings:grassseeds:8, 灰色草籽
randomthings:grassseeds:9, 淡灰色草籽
randomthings:grassseeds:10, 青色草籽
randomthings:grassseeds:11, 紫色草籽
randomthings:grassseeds:12, 蓝色草籽
randomthings:grassseeds:13, 棕色草籽
randomthings:grassseeds:14, 绿色草籽
randomthings:grassseeds:15, 红色草籽
randomthings:grassseeds:16, 黑色草籽
randomthings:spectrekey, 通灵之钥
randomthings:spectreanchor, 通灵锚
randomthings:spectresword, 通灵之剑
randomthings:spectrepickaxe, 通灵之镐
randomthings:spectreaxe, 通灵之斧
randomthings:spectreshovel, 通灵之锹
randomthings:runedust:0, 白色符文粉
randomthings:runedust:1, 橙色符文粉
randomthings:runedust:2, 品红色符文粉
randomthings:runedust:3, 淡蓝色符文粉
randomthings:runedust:4, 黄色符文粉
randomthings:runedust:5, 黄绿色符文粉
randomthings:runedust:6, 粉红色符文粉
randomthings:runedust:7, 灰色符文粉
randomthings:runedust:8, 淡灰色符文粉
